n 400 e 7940
p 188 335 90.71266116587319
p 188 272 49.41841841366371
p 47 260 97.38652761402408
p 157 248 2.4670014059540724
p 226 244 33.16207100061022
p 80 180 4.7312511513100866
p 108 233 95.70705247857337
p 46 209 32.195558250957376
p 208 233 90.46827556265966
p 11 369 54.744940793129146
p 162 179 78.31059045058028
p 156 369 99.70106189992117
p 58 340 6.803872339987972
p 259 383 29.449125806673553
p 50 260 39.682742739532856
p 126 368 47.99019286313326
p 170 259 52.275087435654925
p 34 133 82.80893770079824
p 146 362 99.00169132371673
p 22 238 27.20899897743856
p 38 237 65.295785459187
p 0 35 56.98639219390624
p 14 72 58.63959598040318
p 55 259 35.6267889868471
p 178 253 32.498973587275
p 87 282 55.09799924445028
p 287 394 11.357043333965532
p 130 252 61.911446870818025
p 167 301 24.756132974446945
p 79 134 83.64046460701269
p 219 233 21.839105222365166
p 169 214 92.38521477720296
p 4 105 51.29427316712912
p 274 276 62.0181177352946
p 44 341 84.37700876997825
p 177 307 44.37382786166351
p 37 48 13.812509367152797
p 41 222 46.452082196812555
p 65 274 51.17190189444286
p 196 317 32.4618762128093
p 336 356 79.63737873891496
p 136 256 47.25261642725003
p 129 156 38.7677129195151
p 151 375 50.1952897988716
p 193 311 62.96730337817631
p 140 215 39.271065301863075
p 172 226 50.591089056821524
p 155 171 12.476000068795624
p 47 249 76.40832635494202
p 17 391 91.40030053305665
p 263 323 20.603659628189703
p 174 206 40.90837375708582
p 243 296 17.00851416414574
p 30 178 90.34696739943851
p 63 146 21.597328201745977
p 194 291 12.702787126321791
p 55 126 13.227166652479925
p 194 200 35.83830594762289
p 127 342 20.095758059756673
p 135 310 86.37665531616649
p 15 351 86.79190198433568
p 158 331 2.008317162985025
p 20 47 67.17506095662108
p 29 270 94.31699834489912
p 45 64 73.2503232537107
p 160 168 4.794779151143173
p 22 289 39.40105308931889
p 104 390 98.31844855725163
p 231 393 60.75923168503967
p 250 266 55.864389162580636
p 202 304 74.7343070207309
p 324 352 87.23150937871607
p 242 268 6.278043653775721
p 13 326 53.5301161776649
p 158 374 55.14004333984601
p 27 218 10.80777059331882
p 26 279 89.5959256639438
p 243 299 14.896123726680905
p 65 244 51.713016554040635
p 181 297 39.48602841003443
p 229 270 49.969562134031435
p 23 192 66.94845901897206
p 50 229 54.56105592691205
p 213 262 76.00731388113458
p 80 262 56.270699577761164
p 202 338 83.75585334805005
p 74 137 74.67984006038259
p 81 235 82.2042504344026
p 219 222 7.045171744409915
p 59 130 56.993425805015704
p 105 142 11.840370616009574
p 61 149 2.0097997691115403
p 98 192 66.45329625063567
p 195 333 11.058152506104946
p 40 391 98.32062567465097
p 99 217 86.828638409334
p 162 344 91.34614537336611
p 227 289 85.82105460249223
p 215 217 90.80991335532728
p 66 158 18.00288120705532
p 179 380 30.876075344819125
p 166 170 7.567000116909975
p 188 324 8.162611742436297
p 113 361 12.058758292926173
p 121 354 25.100405400558024
p 202 258 32.55940329061185
p 7 282 61.96781167263991
p 47 130 31.241626831857268
p 328 343 24.338840186760365
p 63 307 3.694457722124268
p 110 262 91.03320740552505
p 94 246 45.85925650294889
p 199 272 21.25087354872032
p 228 399 18.43154451100181
p 120 340 84.9980900181546
p 164 354 54.50169460612668
p 62 240 68.94918628124414
p 172 187 78.50027616639444
p 177 370 78.72906862588235
p 1 18 25.14079874642141
p 136 176 44.608309579690605
p 83 141 57.546441642333235
p 166 175 24.66094340233386
p 169 211 11.864559313032812
p 271 349 10.845380480195637
p 286 347 52.31675360080639
p 18 204 15.559722190863177
p 9 378 68.8437254579179
p 235 307 32.02489761789643
p 79 224 6.35378811847406
p 103 378 71.40753154191502
p 297 299 50.28398064404832
p 57 259 11.298389432560555
p 1 270 38.59374300169071
p 59 317 60.13512300597045
p 25 387 27.264451304406876
p 61 209 92.26080033986601
p 166 306 3.9520413929967897
p 222 274 2.9039827548163815
p 174 247 89.71074467795361
p 32 388 19.746700464557257
p 244 254 69.91277330887851
p 42 242 99.02252676166039
p 27 262 21.279327843643532
p 52 341 36.235561521512196
p 170 309 68.56038838675643
p 176 205 97.70398200558327
p 6 160 97.4215132939107
p 31 245 76.42120523673711
p 43 300 6.608179741382834
p 95 261 60.63669760816547
p 17 380 23.533244440535224
p 168 322 44.13055996768783
p 46 199 9.481209756638044
p 207 303 74.15591476499527
p 64 153 87.46135189725933
p 20 195 93.3940697897642
p 117 306 62.24386093049028
p 33 225 86.23811124488623
p 90 393 62.189872899269034
p 178 216 3.3048484217819443
p 86 120 88.09101714895598
p 104 335 62.03635391577776
p 241 344 9.690155105023127
p 46 249 65.76081555594666
p 285 365 48.9672847426754
p 120 174 10.936164849496397
p 152 277 94.29011914515591
p 267 397 53.42889656601483
p 111 389 50.66136667521748
p 187 231 61.69872365424741
p 159 276 68.15496410365519
p 150 206 49.874523345054314
p 28 301 18.258962237168724
p 3 175 96.02502766757276
p 13 122 29.78071945066944
p 130 219 5.509205140832469
p 305 372 1.8435478721921377
p 107 334 50.605899986048954
p 51 235 29.778859195197214
p 187 200 73.49652944743514
p 258 261 84.82708842411311
p 21 379 4.520608899495139
p 36 317 42.919625131795826
p 81 344 60.27875391960221
p 311 331 53.84168250758707
p 317 375 12.743301653367423
p 10 130 60.655312556132166
p 182 214 49.52559323222633
p 223 337 59.79389978850952
p 102 111 99.12606429887266
p 271 284 27.03845164093172
p 79 236 27.012939830896585
p 310 345 3.526616589537442
p 59 294 8.617541807882674
p 168 212 77.37455624978945
p 51 103 19.557652543431747
p 284 352 54.4633450615146
p 89 262 67.44340746253958
p 199 290 92.06901112707982
p 378 396 21.314672521988392
p 174 194 82.39727277211712
p 179 365 6.467321936541953
p 102 234 94.68287637181474
p 8 373 64.65018355392216
p 9 82 77.8181570325818
p 248 383 1.40313755776753
p 307 320 1.9893161757349769
p 194 207 72.60838084024266
p 100 158 68.67565037206552
p 1 381 97.62607141920313
p 237 270 38.64513415415523
p 144 197 30.253997499160146
p 19 54 96.11273658062686
p 30 386 22.758093870476067
p 60 111 93.34166283007323
p 195 204 80.5092700679448
p 3 141 20.178694419683694
p 241 370 91.73172854282679
p 182 305 36.24782620442722
p 360 365 94.74035020930563
p 85 188 26.260480558123746
p 100 373 37.54224180696756
p 244 269 70.61695240793864
p 104 195 38.878408196055545
p 236 352 52.04978412359169
p 130 249 38.64435159329603
p 252 267 19.40119683312447
p 225 314 81.77721546878341
p 12 110 34.24871942093551
p 92 369 52.54956778697142
p 85 391 90.94439046491922
p 10 80 4.156281835414534
p 9 138 15.98534177171954
p 68 126 26.22583469001893
p 148 306 41.46633326951995
p 50 361 41.2860459147771
p 65 266 87.39244155560374
p 6 129 93.9260766077801
p 203 291 75.53996532731466
p 133 248 2.0227384339764596
p 27 208 92.86042837012774
p 25 309 37.803198509555514
p 84 309 16.722096984495735
p 231 362 37.107705484790536
p 312 396 7.756737728760203
p 90 395 92.1335626152828
p 159 163 17.25912691662933
p 50 67 35.0553773111433
p 10 242 67.53421354735018
p 34 166 49.98576427707863
p 89 328 31.51375993901764
p 69 159 26.34027963436854
p 167 237 29.372561607437433
p 45 316 29.150096768903264
p 168 392 42.54034588462193
p 5 308 45.25952091738058
p 140 314 57.64815494231413
p 164 300 21.39635007995597
p 252 375 70.54219649250487
p 65 288 45.81593568214639
p 91 137 6.795440760317847
p 84 213 8.787606723487368
p 4 217 64.93361361888677
p 93 95 85.30241625117536
p 77 208 70.35892136247232
p 95 374 69.34442836008597
p 198 376 14.57643856616549
p 49 136 34.237380314277864
p 82 175 9.98375834936806
p 228 367 10.892445559501619
p 12 365 59.24698861619895
p 15 218 8.41979804987195
p 77 102 80.5590769230934
p 139 162 96.8502433303445
p 152 243 36.24574507193566
p 36 339 74.26980831128448
p 115 186 78.41704058806432
p 257 312 66.35321504410868
p 279 287 84.91859166450125
p 126 295 64.78837806787831
p 159 297 57.810361479790096
p 198 322 21.728151110792616
p 262 323 91.85603520666636
p 242 393 89.80121013289215
p 56 209 10.154570859836694
p 6 264 12.834775915281453
p 225 369 86.17308465636499
p 94 98 44.58380707322124
p 141 301 31.939832095920227
p 77 296 40.56133548621811
p 103 234 15.873301220809747
p 83 90 34.10838592149205
p 120 259 39.58240072696521
p 32 172 74.93695306889859
p 109 246 46.021780446758214
p 5 101 77.68982424425366
p 124 181 76.27038500858652
p 157 251 7.556257005875752
p 144 229 81.31580550414716
p 117 272 44.64524191018104
p 138 283 82.39268707745943
p 142 392 20.111260904914356
p 128 199 46.25933418248695
p 263 370 58.36623285225135
p 53 295 94.35994365101268
p 87 107 83.69150535598332
p 281 393 31.30592900295897
p 323 361 64.581839051271
p 49 50 85.28069043460958
p 187 319 96.29876346075274
p 15 75 99.5560843016918
p 209 312 24.424263481049
p 28 29 10.736265049988951
p 137 163 33.512363548410974
p 14 378 10.05558575924714
p 21 242 72.26593113046937
p 341 363 45.5175302728318
p 70 79 74.83261489347151
p 89 389 91.8439752576368
p 43 52 26.437642100162392
p 31 71 49.84047331410213
p 87 143 71.3992121924951
p 205 288 92.77692145644417
p 130 155 54.88893238245258
p 120 290 55.31654190627336
p 185 298 91.55893317731149
p 193 327 3.1386251420778324
p 71 302 18.2750584265108
p 10 226 18.946481037364745
p 50 176 14.008514474346098
p 14 230 94.12044594939508
p 13 342 48.572505370176906
p 159 360 23.6557672937403
p 18 197 47.677393015371415
p 98 105 32.121334427511385
p 95 227 42.12057051522881
p 37 126 23.480049016034922
p 90 268 54.2756537529751
p 275 379 72.2127126766624
p 178 192 50.75203801331844
p 165 365 47.74753607385712
p 110 173 95.15479387787356
p 239 363 81.12540734125038
p 288 339 98.15263950295368
p 254 298 65.80842468740428
p 11 242 47.44590024119324
p 85 176 96.85424339868327
p 38 315 26.89683464364677
p 255 354 67.70430378250997
p 49 209 47.19451051156668
p 55 355 16.16246512617513
p 145 199 23.00344167281471
p 176 215 17.394046584327942
p 289 314 54.50483310395994
p 227 329 99.77779264076257
p 34 279 67.22909876113746
p 257 384 23.707082011272078
p 229 343 79.43626405723327
p 15 327 28.50471679952503
p 259 301 34.82158690793431
p 198 274 33.23908479930148
p 238 378 17.669489159100102
p 261 284 62.35003040459155
p 27 82 92.49305702924956
p 102 297 71.63732349575046
p 6 247 4.315611882745832
p 88 300 15.19976169303849
p 144 284 7.578152484343805
p 165 379 1.6179027858255495
p 3 65 63.67353349012599
p 57 87 22.814983416310156
p 78 338 40.48306374857566
p 10 292 6.938490894228851
p 94 232 29.121098479183182
p 289 320 54.30175811550371
p 183 193 65.4317917565185
p 337 361 90.82810457597931
p 87 224 59.389048649671366
p 261 343 18.097330713492035
p 216 344 44.1490824590568
p 22 165 67.76633453039783
p 28 369 82.32405248976654
p 16 260 29.55509219369685
p 21 264 10.155350926986653
p 338 390 3.896548207068237
p 263 375 81.10380390724441
p 277 332 96.31397347769537
p 10 68 15.784225490232183
p 151 328 61.88993221394408
p 101 227 31.8795227826932
p 311 364 10.658525255311716
p 209 293 77.09685976866801
p 69 352 21.463825034464215
p 153 347 46.01866915720661
p 178 265 65.88596733914908
p 336 393 16.162677899515117
p 11 80 97.9046343263328
p 185 320 44.083827814626055
p 51 186 58.83047162465788
p 24 62 69.74042380325331
p 94 228 82.3090233165134
p 81 319 99.72917743042626
p 203 220 27.526225179274753
p 105 175 23.5697969940398
p 155 275 9.678024757820996
p 219 280 2.3043239427473265
p 210 328 68.0809998560066
p 6 396 57.86770041296186
p 64 290 28.291857466862837
p 213 235 87.56093163251481
p 124 313 68.21312339162439
p 232 254 41.63551318869771
p 249 323 25.974312930835346
p 69 169 54.18913653264062
p 260 311 34.54151246167848
p 133 280 65.28805700929063
p 28 367 45.42504483277454
p 138 291 82.79913298632907
p 34 49 40.596826311720186
p 181 375 94.44753885100901
p 136 216 49.706566479357626
p 151 365 52.435145053178985
p 306 360 17.888985929290136
p 154 283 47.53464568622939
p 62 249 77.84709803643534
p 148 284 96.67887661172128
p 59 209 80.2935776834416
p 146 187 7.4925599175850675
p 124 159 95.94991197972183
p 280 335 64.95781926735148
p 194 284 95.31878955303625
p 102 322 28.563145133523772
p 175 240 63.07088980872859
p 260 305 93.59436443704195
p 7 261 44.58988096074538
p 98 345 14.716448866879734
p 229 244 40.5797066814943
p 247 354 80.40589377470599
p 27 203 96.57787083233805
p 170 322 69.82494931992179
p 233 301 28.152021035354437
p 294 341 65.5997261737274
p 47 330 69.50132762500736
p 74 82 44.79067013678403
p 0 233 77.44315331130323
p 33 228 60.50585363456247
p 184 284 99.49498745383436
p 231 317 85.0976883750185
p 94 145 80.0362127029426
p 127 361 98.03927332122336
p 186 343 77.54847796528882
p 268 272 35.967962478009106
p 62 170 93.58671758083256
p 45 219 8.007927442138929
p 257 374 44.04070719731911
p 96 279 66.84838583149373
p 31 197 83.15825380701176
p 86 156 77.62678801262516
p 259 356 48.86528835265939
p 28 390 51.87117573619448
p 308 337 52.83136196389796
p 72 298 76.61057623994493
p 31 179 72.31573807921446
p 164 223 60.48715676025714
p 13 304 81.57039216445125
p 55 261 81.00228307695551
p 7 340 9.772495205863951
p 307 329 74.56670189737865
p 258 323 27.23440713473538
p 217 342 72.16239154250141
p 127 397 32.11501765818959
p 13 269 64.2580763292582
p 32 173 67.54983646206813
p 359 382 28.965541808430018
p 128 310 83.93160725397914
p 88 122 98.32015670069666
p 185 299 11.262291970220994
p 268 296 37.056101106016335
p 291 299 31.80514367495127
p 240 279 44.824275829024145
p 299 370 23.207001994627376
p 55 397 63.962117194223545
p 83 381 45.98162908200251
p 8 384 22.55099883088393
p 29 115 99.96865730466672
p 42 287 69.94568703719719
p 91 379 66.80803585894334
p 73 366 15.01333940774624
p 61 178 26.70456770443903
p 7 110 14.997891748397826
p 276 390 9.148067563016793
p 87 215 34.59215035222282
p 330 339 9.713058119462756
p 16 106 37.84652789306871
p 163 222 34.032010892380626
p 124 361 37.86172218506191
p 41 69 81.65665331539033
p 230 323 52.72428651612241
p 46 122 5.48845825776588
p 60 198 82.00117759977473
p 284 333 12.9367594537815
p 4 230 16.448351033649338
p 8 54 15.496218618763468
p 58 159 61.037995648577585
p 164 272 32.46955470498935
p 97 163 16.92217295564791
p 134 257 2.7998378476249495
p 89 104 98.31694110975549
p 337 397 58.32453082683634
p 23 199 39.07276737956029
p 86 104 90.37491931971981
p 355 385 13.713787845747143
p 170 214 64.1443639659329
p 187 298 77.89477077227937
p 29 360 14.573694920149249
p 198 220 32.64246719019667
p 50 61 29.020662091577783
p 104 225 52.55942235701096
p 208 254 60.5955627403699
p 128 331 45.81560954036459
p 271 365 2.3007969231229692
p 160 309 61.04485452806621
p 47 221 74.699932347215
p 27 117 22.74149167654606
p 33 377 60.65409179142498
p 138 203 90.59961866585036
p 180 385 4.30421647171422
p 56 354 92.37099161876093
p 271 366 57.87890584084636
p 324 365 85.52298083507532
p 96 267 77.65714713279868
p 284 397 94.35099843051646
p 166 221 68.54768630525953
p 104 248 61.34771655522094
p 302 343 41.52582165518689
p 31 337 9.687412000948509
p 13 210 74.32390381566093
p 165 166 81.85317950464578
p 178 368 4.553086149897077
p 32 54 66.10797001415885
p 111 326 82.99116783496501
p 35 379 12.120374706130429
p 126 382 88.92576241220041
p 99 234 93.31908479659369
p 237 316 44.74380392988691
p 7 268 65.67131594141328
p 50 144 91.1608563838327
p 328 395 18.6901455784029
p 59 113 27.513675042421642
p 106 219 13.818167345550643
p 0 203 53.24745118468123
p 171 294 84.44743151723904
p 142 239 53.51875239954399
p 102 385 56.183155507970746
p 256 344 26.349435262573262
p 27 265 24.827395504754946
p 63 284 8.59911457818426
p 178 261 95.56677136381812
p 160 257 87.78709826381541
p 118 145 80.98560013282159
p 41 294 72.45641395660387
p 6 221 21.12032185407202
p 182 190 56.85584137291338
p 79 362 19.899399023104653
p 212 217 9.11978846419392
p 332 376 24.096311580064867
p 40 105 48.47234068425235
p 170 351 57.782652578703626
p 18 313 16.820338492922275
p 71 243 80.46224577950315
p 14 336 96.2016577995598
p 52 160 52.39375968607873
p 118 356 21.461901995701627
p 140 188 4.824820168395607
p 20 21 14.662180735951306
p 260 337 16.64489563527717
p 47 250 64.06124843283942
p 151 254 68.61942201113087
p 275 291 57.72557348728676
p 14 37 82.22407252979743
p 14 219 93.68685383717133
p 90 95 52.96068532802368
p 105 362 62.399795743369985
p 206 335 27.28561740139108
p 230 242 69.58011519516981
p 386 399 27.233455137025658
p 123 148 52.290795949271896
p 125 167 53.993779536663226
p 146 386 72.87675064167439
p 224 366 10.509066671319546
p 35 108 63.84464010526548
p 130 238 82.5094814575671
p 177 271 52.09638207570056
p 14 371 4.229848917181238
p 55 100 21.076186321131747
p 88 209 6.756322415449454
p 268 348 10.865510572990217
p 242 321 95.30895300951276
p 25 322 20.721453652479028
p 58 220 94.69680522149724
p 222 363 91.26717667822373
p 266 383 50.44994564468284
p 225 293 1.291298579226336
p 229 280 55.114173204964004
p 52 65 73.34921708625222
p 316 356 62.08003380807272
p 310 391 47.52944035696067
p 243 393 52.04410180567785
p 170 261 20.05794668726086
p 261 328 98.517665084034
p 118 286 1.5095919184033892
p 62 304 58.87633104836684
p 218 306 60.307081042026866
p 48 311 93.76110452009473
p 129 396 84.37507722198096
p 124 186 26.4825068509543
p 29 249 52.4212499911044
p 354 357 13.678066424851032
p 27 209 65.27929786951123
p 110 282 72.45002804447026
p 152 223 76.58176894895179
p 208 235 72.99219240746717
p 323 342 49.32530624435146
p 80 394 97.09752332179583
p 210 260 69.26785821808562
p 148 267 19.211780273997242
p 298 378 60.277273434333246
p 8 206 23.446302076795966
p 187 310 54.83878613951321
p 100 178 88.56107048184938
p 21 297 15.018730604955852
p 194 333 64.20304228116527
p 148 229 56.50215469215656
p 88 306 45.577870979964615
p 194 399 63.90851840521711
p 79 80 7.763044352083291
p 29 243 81.03989401504928
p 114 202 93.1290757941929
p 73 244 30.023222216026365
p 141 224 79.93354964001922
p 253 281 7.8588447088353215
p 273 321 63.53116149743762
p 9 203 9.27245149897782
p 274 351 91.6937201052652
p 57 355 37.038435020270775
p 228 394 71.76116792902188
p 51 273 2.378706167991656
p 88 133 69.60869476001336
p 15 119 15.033302767476266
p 11 249 60.53903165290616
p 298 373 85.86721620212812
p 272 328 84.93771069872189
p 187 251 10.028505755686878
p 44 293 28.892773991082887
p 73 341 79.72393270857002
p 171 332 48.41035643697981
p 180 201 78.82442925616265
p 200 216 71.17434823874206
p 203 287 16.10350642596421
p 305 352 98.84819231792338
p 77 240 37.02525557166967
p 50 115 55.48909676695351
p 85 379 25.087542485159513
p 75 388 1.7435047026225081
p 26 266 26.276564918413573
p 148 311 20.06774830426991
p 197 220 60.22194883508837
p 112 361 60.504247325872285
p 23 46 87.65296178240781
p 52 162 10.91101452593516
p 68 202 15.188133098566611
p 356 388 77.54150499713226
p 326 336 70.54916157848965
p 9 104 61.49433822087111
p 193 365 86.10905157031628
p 110 265 76.19364276332837
p 88 242 58.270434602826256
p 59 95 95.22755039946344
p 316 353 68.93379203975664
p 138 321 3.782923247928679
p 207 218 86.35606727985666
p 162 368 42.64988455131673
p 53 170 88.59332312219824
p 183 299 44.72588775216833
p 326 327 89.88436520296489
p 236 378 70.58074878616435
p 69 127 23.271788486351976
p 83 184 10.488260731171312
p 22 205 89.71282893200764
p 51 99 29.507938974385254
p 265 397 79.66899073547984
p 219 324 51.40497359935917
p 9 169 66.97284006438704
p 31 218 81.49163221698151
p 268 353 36.02879840870528
p 9 98 4.848702135260713
p 79 124 78.63548299588822
p 30 249 3.1252645473400946
p 90 136 11.377704026356955
p 27 319 78.7872783323853
p 158 349 64.57981481616898
p 264 367 10.434818781531515
p 205 358 54.64417979134825
p 261 376 30.7217578236061
p 160 225 5.787333461341691
p 107 384 27.04892543947062
p 121 228 31.711057344659544
p 194 367 64.44757569514293
p 210 302 20.58647886086781
p 230 248 67.43366770145371
p 163 358 98.5178239178884
p 73 175 73.4567002967529
p 50 378 14.354672896522727
p 80 199 49.667197707718366
p 39 194 74.79352397297727
p 10 204 38.49079020525016
p 118 203 36.65819591847475
p 201 306 27.09122409417598
p 97 323 8.654275816476753
p 255 335 40.84743767230114
p 67 345 49.71268393692284
p 137 399 28.508893078144034
p 27 39 29.599507331922787
p 47 49 59.44703772715074
p 20 334 6.459435159754896
p 218 225 57.98518424560139
p 0 75 17.825232209099536
p 54 230 94.54895705221139
p 181 354 47.10651110443289
p 113 348 17.03967205652819
p 124 221 12.317617225963287
p 260 264 39.40380227389722
p 295 395 82.31136817739888
p 72 286 46.86109661666255
p 12 108 87.75417381304975
p 82 295 80.5231847384916
p 126 148 30.989216519022126
p 37 140 56.4663961800829
p 288 347 22.078448123991148
p 143 156 91.31481589500268
p 58 260 78.03089011430146
p 244 280 36.95293337830808
p 163 248 92.82399471307633
p 327 329 12.318287568427431
p 85 341 70.55879757064986
p 259 317 78.53000825559766
p 104 351 74.7548387506241
p 112 207 28.930162026803774
p 204 311 35.615882071953145
p 18 94 91.92972247059733
p 32 230 62.91357841784245
p 294 330 2.4405607058023264
p 136 284 91.26187107519158
p 280 316 39.12490644707114
p 54 101 32.13309872235313
p 62 210 28.735634394358062
p 154 341 40.30285607293926
p 57 102 33.87292501785954
p 373 399 31.14169570053096
p 179 367 16.985306935453472
p 170 398 20.385510415082727
p 218 378 12.879895796637692
p 45 113 49.86580154837067
p 230 285 27.795206833575385
p 236 257 16.193451571708664
p 98 221 94.68002925834348
p 56 109 4.631705736554672
p 102 194 65.64023399881972
p 201 362 7.377216561602456
p 104 182 43.09685093508809
p 84 391 51.94963564313506
p 98 116 68.54465566029778
p 71 281 72.63630322833393
p 93 299 24.51946218219537
p 92 384 35.02395217754664
p 110 319 32.900439318171934
p 204 268 70.75226670224366
p 45 157 23.210447773218664
p 10 331 98.16741040503418
p 114 163 33.694584849884855
p 243 272 72.0730543352613
p 79 373 8.398188102033584
p 165 339 96.29914453843492
p 109 260 51.62097402030833
p 39 75 50.11375852914252
p 198 325 8.034127116761764
p 210 398 91.74734760087823
p 265 371 47.70368698344964
p 36 200 51.530466587790094
p 70 171 70.78425018260855
p 190 195 44.975565627812706
p 167 256 31.240958769692202
p 113 167 3.4041213359602347
p 219 361 57.8287619825514
p 124 204 73.40756887587497
p 23 222 64.65474808802642
p 62 78 16.51757301636723
p 118 328 60.62164947135953
p 277 278 31.62636991241541
p 23 297 78.7824533687707
p 50 384 54.6097500804526
p 140 385 5.815322556565369
p 197 373 43.28386132416721
p 59 304 5.66341556847781
p 219 303 56.61837869579251
p 199 341 94.07184570895316
p 24 327 45.84270404491411
p 15 19 32.46404233259733
p 145 209 46.33854676379662
p 168 278 72.45346192097225
p 34 71 85.03699363306542
p 188 280 22.62311739337993
p 56 120 44.48792308268497
p 64 227 73.7325434316323
p 258 314 36.58576195242394
p 261 345 95.17898060931432
p 12 282 70.60545540258035
p 60 227 61.856829935288545
p 109 188 37.212803937107196
p 123 368 64.87773833300463
p 236 343 82.92657839287584
p 28 110 72.75842129216848
p 230 233 43.62994921629551
p 117 388 6.566087328438547
p 120 241 66.85492733365166
p 59 102 53.24251317552077
p 110 121 45.6808203256424
p 37 97 17.233108093762088
p 196 392 61.33698029459754
p 221 224 88.89690474478729
p 7 319 16.64293298223522
p 93 254 56.35857712099211
p 287 303 3.0697602230763215
p 90 274 84.96680781275683
p 60 213 18.785391503471054
p 236 309 42.64400297353831
p 82 134 60.02969481340873
p 105 163 48.88338938808058
p 282 342 93.4677382931652
p 49 88 74.22872673470637
p 122 380 67.00208236894977
p 91 366 41.651116809287835
p 214 273 50.687045921030865
p 144 257 52.09190527557072
p 151 206 21.808886334293437
p 170 318 29.66845870839256
p 146 148 41.85692989767874
p 8 122 46.95843116868703
p 140 162 79.86526682722221
p 285 294 55.81994141708804
p 7 88 21.182015706518694
p 9 260 42.28798448182022
p 171 381 34.484147692898944
p 244 299 16.16237270893269
p 319 322 70.1810770343512
p 320 331 56.6953337862968
p 108 330 96.4340039701991
p 93 395 68.51840516874681
p 1 250 46.83698674540149
p 262 372 80.74038110725984
p 22 355 15.437324328168359
p 217 235 45.29991242997922
p 40 233 13.271165358685057
p 245 287 65.49728294683995
p 137 241 63.59816429593835
p 125 366 80.50148100806672
p 39 63 17.56004932855877
p 117 320 63.7350066656728
p 71 364 61.07455383218553
p 95 147 91.18373639392449
p 21 121 76.22245482365454
p 26 359 2.6706282929580167
p 214 353 54.97527279637059
p 2 93 24.65724355370129
p 14 119 68.1023157240021
p 107 324 66.08688256182391
p 124 296 16.849146849662308
p 60 375 86.82385862516679
p 45 352 70.52390795227524
p 295 342 70.30190737197724
p 73 347 10.288345623545078
p 135 145 43.282868434514
p 200 383 66.41214262580735
p 247 397 8.908073940467624
p 17 329 86.45272077963573
p 15 340 87.7994895690836
p 335 351 49.37860260785122
p 105 198 32.74113002153253
p 350 393 90.12470266317882
p 317 340 35.52601181890992
p 33 153 31.323703642708228
p 253 299 30.330372388034522
p 178 290 22.766980228982902
p 221 287 24.83080899128435
p 30 289 23.07958204371418
p 25 130 63.22493573631185
p 43 198 15.837430218427675
p 173 351 12.259291959262457
p 294 348 8.734187599127743
p 143 261 55.95039575037432
p 200 206 71.38477680271147
p 34 146 53.08752947414996
p 2 259 4.425521674589714
p 80 265 30.2853259838351
p 57 390 85.80021464159223
p 59 119 28.354700722064393
p 35 73 62.98956509368347
p 166 351 52.95790626734164
p 285 375 36.49873119515566
p 0 380 79.0336356157982
p 133 368 72.52052740741705
p 155 323 99.7127145188409
p 253 376 3.3721242026528353
p 218 320 15.445949177425092
p 47 378 49.03391776029543
p 157 299 70.97106970739307
p 109 172 10.992911974527459
p 43 91 80.09137980334445
p 298 317 61.372821660910624
p 55 347 34.27075915182629
p 166 176 90.4172852683977
p 46 265 6.669455497753055
p 151 244 50.55210309354334
p 34 169 21.19765252648912
p 159 347 39.12456924564852
p 198 390 68.7671908729339
p 39 49 46.55732210347281
p 298 360 75.11571928689135
p 216 338 20.694261479230917
p 156 254 49.780225421274324
p 3 89 57.21322558100171
p 220 365 72.01088994705118
p 230 391 98.03874620666677
p 10 220 49.91031900833977
p 24 362 77.75162553665275
p 0 250 97.7720824879728
p 95 213 46.007083334868874
p 131 274 74.80813499868549
p 38 39 58.99848388534403
p 147 337 20.83482177067295
p 194 214 67.90483746221425
p 251 293 97.90643372507557
p 238 277 1.066456942463164
p 315 341 26.73334153907412
p 1 328 76.57204428510948
p 211 218 34.72745536869511
p 60 135 42.93645706325723
p 18 209 58.52430636440367
p 333 378 36.883236804999555
p 188 198 62.06634036320436
p 97 220 24.23041571443037
p 4 119 95.31527577831515
p 21 138 6.358990918446533
p 99 371 28.96523606705347
p 107 308 83.95177339824728
p 51 105 22.011557074190055
p 6 259 82.32176542974625
p 85 154 65.92104082021781
p 61 352 14.170057742146627
p 231 319 24.35250508859607
p 149 384 92.67741763108751
p 386 387 67.7875547498237
p 242 253 61.15953915113364
p 359 399 72.52957868279965
p 41 163 67.87217500614817
p 22 201 48.77850586924417
p 143 205 7.859850322173189
p 42 141 4.290312768720131
p 59 326 47.591842108664096
p 18 266 50.725791267041366
p 35 49 72.79993880836064
p 293 319 54.8057788966386
p 86 342 22.200655295665605
p 63 266 34.93437604369592
p 230 305 48.6652706629725
p 329 388 74.53240770097953
p 16 76 91.50067279596743
p 138 217 82.48331574191705
p 29 219 80.65714836430102
p 100 108 5.763854607736899
p 132 307 65.15924754810938
p 91 160 3.606782447866207
p 106 166 57.657909416176004
p 261 373 97.49570452421878
p 169 294 48.27185827778498
p 6 253 12.520158705070838
p 85 165 8.037596721214854
p 232 299 51.561179864820474
p 88 367 29.96928537000043
p 145 362 94.70998757748198
p 204 398 25.406086628693483
p 238 315 74.85514259682685
p 180 271 19.437542009022376
p 72 399 86.6601134215118
p 178 326 24.88963653163571
p 103 192 55.682630884738295
p 248 249 28.656974938050777
